3
100 80 60
90 65 4 2.0000000000000000e+00
90 65 16 4.0000000000000000e+00
90 65 29 1.0000000000000000e+00
90 65 37 2.0000000000000000e+00
90 65 38 1.0000000000000000e+00
90 65 39 2.0000000000000000e+00
90 65 41 3.0000000000000000e+00
90 65 42 1.0000000000000000e+00
90 66 38 1.0000000000000000e+00
90 67 6 1.0000000000000000e+00
90 67 18 1.0000000000000000e+00
90 67 30 2.0000000000000000e+00
90 67 32 1.0000000000000000e+00
90 67 49 1.0000000000000000e+00
90 67 52 1.0000000000000000e+00
90 67 53 1.0000000000000000e+00
90 67 57 1.0000000000000000e+00
90 68 2 1.0000000000000000e+00
90 68 4 1.0000000000000000e+00
90 68 15 1.0000000000000000e+00
90 68 22 1.0000000000000000e+00
90 68 37 1.0000000000000000e+00
90 68 42 2.0000000000000000e+00
90 70 19 2.0000000000000000e+00
90 70 20 4.0000000000000000e+00
90 70 24 2.0000000000000000e+00
90 70 32 1.0000000000000000e+00
90 70 54 1.0000000000000000e+00
90 71 5 5.0000000000000000e+00
90 71 17 1.0000000000000000e+00
90 71 19 4.0000000000000000e+00
90 71 20 5.0000000000000000e+00
90 71 24 4.0000000000000000e+00
90 71 32 4.0000000000000000e+00
90 71 36 2.0000000000000000e+00
90 71 38 2.0000000000000000e+00
90 71 39 1.0000000000000000e+00
90 71 43 1.0000000000000000e+00
90 71 53 1.0000000000000000e+00
90 71 54 5.0000000000000000e+00
90 72 15 1.0000000000000000e+00
90 72 37 1.0000000000000000e+00
90 72 47 1.0000000000000000e+00
90 73 6 3.0000000000000000e+00
90 73 30 1.0000000000000000e+00
90 73 32 2.0000000000000000e+00
90 73 48 1.0000000000000000e+00
90 73 52 4.0000000000000000e+00
90 73 53 2.0000000000000000e+00
90 74 30 1.0000000000000000e+00
90 74 32 3.0000000000000000e+00
90 74 37 1.0000000000000000e+00
90 74 48 3.0000000000000000e+00
90 74 49 1.0000000000000000e+00
90 74 52 1.0000000000000000e+00
90 74 53 1.0000000000000000e+00
90 77 19 2.0000000000000000e+00
90 77 20 1.0000000000000000e+00
90 77 39 1.0000000000000000e+00
90 78 24 1.0000000000000000e+00
90 80 5 1.0000000000000000e+00
90 80 17 2.0000000000000000e+00
90 80 19 4.0000000000000000e+00
90 80 20 3.0000000000000000e+00
90 80 24 2.0000000000000000e+00
90 80 39 4.0000000000000000e+00
90 80 53 4.0000000000000000e+00
90 80 54 2.0000000000000000e+00
91 3 16 1.0000000000000000e+00
91 3 42 1.0000000000000000e+00
91 3 60 1.0000000000000000e+00
91 5 4 1.0000000000000000e+00
91 5 22 2.0000000000000000e+00
91 5 32 1.0000000000000000e+00
91 5 47 1.0000000000000000e+00
91 5 60 1.0000000000000000e+00
91 7 2 2.0000000000000000e+00
91 7 4 1.0000000000000000e+00
91 7 15 1.0000000000000000e+00
91 7 22 1.0000000000000000e+00
91 7 41 1.0000000000000000e+00
91 8 15 1.0000000000000000e+00
91 9 17 2.0000000000000000e+00
91 9 19 1.0000000000000000e+00
91 9 39 1.0000000000000000e+00
91 13 39 1.0000000000000000e+00
91 17 32 1.0000000000000000e+00
91 19 2 1.0000000000000000e+00
91 19 4 1.0000000000000000e+00
91 19 6 1.0000000000000000e+00
91 19 15 2.0000000000000000e+00
91 19 16 1.0000000000000000e+00
91 19 22 3.0000000000000000e+00
91 19 42 1.0000000000000000e+00
91 19 47 2.0000000000000000e+00
91 19 59 2.0000000000000000e+00
91 20 5 1.0000000000000000e+00
91 20 19 1.0000000000000000e+00
91 20 24 3.0000000000000000e+00
91 21 2 1.0000000000000000e+00
91 21 4 1.0000000000000000e+00
91 21 22 1.0000000000000000e+00
91 21 41 3.0000000000000000e+00
91 21 47 1.0000000000000000e+00
91 21 59 2.0000000000000000e+00
91 21 60 1.0000000000000000e+00
91 23 32 1.0000000000000000e+00
91 25 19 1.0000000000000000e+00
91 25 46 1.0000000000000000e+00
91 29 33 1.0000000000000000e+00
91 29 38 1.0000000000000000e+00
91 30 7 1.0000000000000000e+00
91 30 15 1.0000000000000000e+00
91 30 16 2.0000000000000000e+00
91 30 22 1.0000000000000000e+00
91 30 33 1.0000000000000000e+00
91 30 41 3.0000000000000000e+00
91 30 42 1.0000000000000000e+00
91 30 44 1.0000000000000000e+00
91 30 59 1.0000000000000000e+00
91 30 60 2.0000000000000000e+00
91 33 2 1.0000000000000000e+00
91 33 4 2.0000000000000000e+00
91 33 7 1.0000000000000000e+00
91 33 15 1.0000000000000000e+00
91 33 22 1.0000000000000000e+00
91 33 37 2.0000000000000000e+00
91 33 41 2.0000000000000000e+00
91 33 42 1.0000000000000000e+00
91 33 60 1.0000000000000000e+00
91 35 2 5.0000000000000000e+00
91 35 4 1.0000000000000000e+00
91 35 15 1.0000000000000000e+00
91 35 16 2.0000000000000000e+00
91 35 22 3.0000000000000000e+00
91 35 46 1.0000000000000000e+00
91 35 59 2.0000000000000000e+00
91 35 60 1.0000000000000000e+00
91 37 15 1.0000000000000000e+00
91 37 22 1.0000000000000000e+00
91 37 41 1.0000000000000000e+00
91 38 5 2.0000000000000000e+00
91 38 17 1.0000000000000000e+00
91 38 19 1.0000000000000000e+00
91 38 20 2.0000000000000000e+00
91 38 39 1.0000000000000000e+00
91 38 41 1.0000000000000000e+00
91 38 42 1.0000000000000000e+00
91 38 54 1.0000000000000000e+00
91 38 57 2.0000000000000000e+00
91 39 5 1.0000000000000000e+00
91 44 2 2.0000000000000000e+00
91 44 16 1.0000000000000000e+00
91 44 22 1.0000000000000000e+00
91 44 37 1.0000000000000000e+00
91 44 41 1.0000000000000000e+00
91 44 42 2.0000000000000000e+00
91 44 47 3.0000000000000000e+00
91 44 60 2.0000000000000000e+00
91 45 37 1.0000000000000000e+00
91 47 37 1.0000000000000000e+00
91 49 30 1.0000000000000000e+00
91 49 53 1.0000000000000000e+00
91 50 5 1.0000000000000000e+00
91 50 32 1.0000000000000000e+00
91 50 38 1.0000000000000000e+00
91 50 54 1.0000000000000000e+00
91 51 41 1.0000000000000000e+00
91 53 3 1.0000000000000000e+00
91 56 5 1.0000000000000000e+00
91 56 19 1.0000000000000000e+00
91 56 38 1.0000000000000000e+00
91 56 39 1.0000000000000000e+00
91 56 54 1.0000000000000000e+00
91 58 15 1.0000000000000000e+00
91 58 22 2.0000000000000000e+00
91 58 37 2.0000000000000000e+00
91 58 59 1.0000000000000000e+00
91 59 17 1.0000000000000000e+00
91 59 32 1.0000000000000000e+00
91 59 53 2.0000000000000000e+00
91 62 15 1.0000000000000000e+00
91 62 28 1.0000000000000000e+00
91 62 37 1.0000000000000000e+00
91 63 37 1.0000000000000000e+00
91 64 2 3.0000000000000000e+00
91 64 4 1.0000000000000000e+00
91 64 5 1.0000000000000000e+00
91 64 15 2.0000000000000000e+00
91 64 16 2.0000000000000000e+00
91 64 18 1.0000000000000000e+00
91 64 20 1.0000000000000000e+00
91 64 22 1.0000000000000000e+00
91 64 24 1.0000000000000000e+00
91 64 32 1.0000000000000000e+00
91 64 37 1.0000000000000000e+00
91 64 39 2.0000000000000000e+00
91 64 41 1.0000000000000000e+00
91 64 47 1.0000000000000000e+00
91 64 53 1.0000000000000000e+00
91 64 54 2.0000000000000000e+00
91 65 2 2.0000000000000000e+00
91 65 4 2.0000000000000000e+00
91 65 15 1.0000000000000000e+00
91 65 16 1.0000000000000000e+00
91 65 37 1.0000000000000000e+00
91 65 47 1.0000000000000000e+00
91 65 59 1.0000000000000000e+00
91 65 60 2.0000000000000000e+00
91 67 17 1.0000000000000000e+00
91 68 4 2.0000000000000000e+00
91 68 16 2.0000000000000000e+00
91 68 22 2.0000000000000000e+00
91 68 37 1.0000000000000000e+00
91 68 41 1.0000000000000000e+00
91 68 42 1.0000000000000000e+00
91 68 47 2.0000000000000000e+00
91 71 5 1.0000000000000000e+00
91 71 17 1.0000000000000000e+00
91 71 38 2.0000000000000000e+00
91 71 39 1.0000000000000000e+00
91 73 53 1.0000000000000000e+00
91 77 5 1.0000000000000000e+00
91 77 36 1.0000000000000000e+00
91 80 19 2.0000000000000000e+00
92 2 15 1.0000000000000000e+00
92 2 18 5.0000000000000000e+00
92 2 22 1.0000000000000000e+00
92 2 33 4.0000000000000000e+00
92 2 38 1.0000000000000000e+00
92 2 53 2.0000000000000000e+00
92 2 59 1.0000000000000000e+00
92 4 10 1.0000000000000000e+00
92 8 1 1.0000000000000000e+00
92 8 15 1.0000000000000000e+00
92 8 18 5.0000000000000000e+00
92 8 22 1.0000000000000000e+00
92 8 29 2.0000000000000000e+00
92 8 31 1.0000000000000000e+00
92 8 33 5.0000000000000000e+00
92 8 38 2.0000000000000000e+00
92 8 53 4.0000000000000000e+00
92 8 55 1.0000000000000000e+00
92 8 59 5.0000000000000000e+00
92 9 20 1.0000000000000000e+00
92 19 41 1.0000000000000000e+00
92 23 55 1.0000000000000000e+00
92 27 10 1.0000000000000000e+00
92 27 15 1.0000000000000000e+00
92 27 18 1.0000000000000000e+00
92 27 24 1.0000000000000000e+00
92 27 29 1.0000000000000000e+00
92 27 33 2.0000000000000000e+00
92 27 38 2.0000000000000000e+00
92 27 50 1.0000000000000000e+00
92 27 59 2.0000000000000000e+00
92 29 1 7.0000000000000000e+00
92 29 15 2.0000000000000000e+00
92 29 18 5.0000000000000000e+00
92 29 22 2.0000000000000000e+00
92 29 29 2.0000000000000000e+00
92 29 31 1.0000000000000000e+00
92 29 33 4.0000000000000000e+00
92 29 38 6.0000000000000000e+00
92 29 50 4.0000000000000000e+00
92 29 53 3.0000000000000000e+00
92 29 59 4.0000000000000000e+00
92 30 1 3.0000000000000000e+00
92 30 15 3.0000000000000000e+00
92 30 18 2.0000000000000000e+00
92 30 22 1.0000000000000000e+00
92 30 29 1.0000000000000000e+00
92 30 31 3.0000000000000000e+00
92 30 33 1.0000000000000000e+00
92 30 38 4.0000000000000000e+00
92 30 41 1.0000000000000000e+00
92 30 46 1.0000000000000000e+00
92 30 50 3.0000000000000000e+00
92 30 53 4.0000000000000000e+00
92 30 59 6.0000000000000000e+00
92 32 1 1.0000000000000000e+00
92 32 15 1.0000000000000000e+00
92 32 18 4.0000000000000000e+00
92 32 22 2.0000000000000000e+00
92 32 28 1.0000000000000000e+00
92 32 29 3.0000000000000000e+00
92 32 33 2.0000000000000000e+00
92 32 38 3.0000000000000000e+00
92 32 50 3.0000000000000000e+00
92 32 53 8.0000000000000000e+00
92 32 55 1.0000000000000000e+00
92 32 59 6.0000000000000000e+00
92 35 1 1.0000000000000000e+00
92 35 15 3.0000000000000000e+00
92 35 18 3.0000000000000000e+00
92 35 22 1.0000000000000000e+00
92 35 29 3.0000000000000000e+00
92 35 31 1.0000000000000000e+00
92 35 33 4.0000000000000000e+00
92 35 38 2.0000000000000000e+00
92 35 53 6.0000000000000000e+00
92 35 55 1.0000000000000000e+00
92 35 59 4.0000000000000000e+00
92 36 1 1.0000000000000000e+00
92 36 15 1.0000000000000000e+00
92 36 18 2.0000000000000000e+00
92 36 22 2.0000000000000000e+00
92 36 29 3.0000000000000000e+00
92 36 30 1.0000000000000000e+00
92 36 33 2.0000000000000000e+00
92 36 38 2.0000000000000000e+00
92 36 50 2.0000000000000000e+00
92 36 53 3.0000000000000000e+00
92 36 55 2.0000000000000000e+00
92 36 59 4.0000000000000000e+00
92 38 6 1.0000000000000000e+00
92 40 29 1.0000000000000000e+00
92 44 18 1.0000000000000000e+00
92 45 33 1.0000000000000000e+00
92 46 15 2.0000000000000000e+00
92 46 18 2.0000000000000000e+00
92 46 31 1.0000000000000000e+00
92 46 33 2.0000000000000000e+00
92 46 38 2.0000000000000000e+00
92 46 50 3.0000000000000000e+00
92 46 53 2.0000000000000000e+00
92 46 55 2.0000000000000000e+00
92 46 59 1.0000000000000000e+00
92 47 1 1.0000000000000000e+00
92 52 50 1.0000000000000000e+00
92 57 33 1.0000000000000000e+00
92 59 57 1.0000000000000000e+00
92 60 55 1.0000000000000000e+00
92 61 1 2.0000000000000000e+00
92 61 11 1.0000000000000000e+00
92 61 15 1.0000000000000000e+00
92 61 18 3.0000000000000000e+00
92 61 29 2.0000000000000000e+00
92 61 33 4.0000000000000000e+00
92 61 38 3.0000000000000000e+00
92 61 50 5.0000000000000000e+00
92 61 53 1.0000000000000000e+00
92 61 55 3.0000000000000000e+00
92 61 59 6.0000000000000000e+00
92 62 1 3.0000000000000000e+00
92 62 15 1.0000000000000000e+00
92 62 18 2.0000000000000000e+00
92 62 38 1.0000000000000000e+00
92 62 53 1.0000000000000000e+00
92 62 59 3.0000000000000000e+00
92 64 24 1.0000000000000000e+00
92 65 16 1.0000000000000000e+00
92 66 1 1.0000000000000000e+00
92 66 15 1.0000000000000000e+00
92 66 17 1.0000000000000000e+00
92 66 18 4.0000000000000000e+00
92 66 22 2.0000000000000000e+00
92 66 29 2.0000000000000000e+00
92 66 31 2.0000000000000000e+00
92 66 33 4.0000000000000000e+00
92 66 38 4.0000000000000000e+00
92 66 53 4.0000000000000000e+00
92 66 55 2.0000000000000000e+00
92 66 59 6.0000000000000000e+00
92 75 6 1.0000000000000000e+00
92 75 18 1.0000000000000000e+00
92 75 29 2.0000000000000000e+00
92 75 33 3.0000000000000000e+00
92 75 53 1.0000000000000000e+00
92 75 55 1.0000000000000000e+00
92 75 59 1.0000000000000000e+00
92 77 5 1.0000000000000000e+00
92 79 13 1.0000000000000000e+00
92 79 15 3.0000000000000000e+00
92 79 18 2.0000000000000000e+00
92 79 22 1.0000000000000000e+00
92 79 33 2.0000000000000000e+00
92 79 38 2.0000000000000000e+00
92 79 50 3.0000000000000000e+00
92 79 53 1.0000000000000000e+00
92 79 55 1.0000000000000000e+00
92 79 59 5.0000000000000000e+00
92 80 1 1.0000000000000000e+00
92 80 18 1.0000000000000000e+00
92 80 33 1.0000000000000000e+00
92 80 38 1.0000000000000000e+00
92 80 51 1.0000000000000000e+00
92 80 53 2.0000000000000000e+00
93 2 18 1.0000000000000000e+00
93 2 22 1.0000000000000000e+00
93 2 33 1.0000000000000000e+00
93 2 38 2.0000000000000000e+00
93 2 53 1.0000000000000000e+00
93 5 7 1.0000000000000000e+00
93 8 12 1.0000000000000000e+00
93 8 18 2.0000000000000000e+00
93 8 22 1.0000000000000000e+00
93 8 31 2.0000000000000000e+00
93 8 33 3.0000000000000000e+00
93 8 38 1.0000000000000000e+00
93 8 45 1.0000000000000000e+00
93 8 50 4.0000000000000000e+00
93 8 53 6.0000000000000000e+00
93 8 55 1.0000000000000000e+00
93 8 59 3.0000000000000000e+00
93 14 53 2.0000000000000000e+00
93 21 18 2.0000000000000000e+00
93 21 22 2.0000000000000000e+00
93 21 29 1.0000000000000000e+00
93 22 53 1.0000000000000000e+00
93 27 1 1.0000000000000000e+00
93 27 15 1.0000000000000000e+00
93 27 22 2.0000000000000000e+00
93 27 31 1.0000000000000000e+00
93 27 33 3.0000000000000000e+00
93 27 50 4.0000000000000000e+00
93 27 53 1.0000000000000000e+00
93 27 59 1.0000000000000000e+00
93 29 1 2.0000000000000000e+00
93 29 15 4.0000000000000000e+00
93 29 18 7.0000000000000000e+00
93 29 22 1.0000000000000000e+00
93 29 33 1.0000000000000000e+00
93 29 38 2.0000000000000000e+00
93 29 47 1.0000000000000000e+00
93 29 50 2.0000000000000000e+00
93 29 53 4.0000000000000000e+00
93 29 55 1.0000000000000000e+00
93 29 59 2.0000000000000000e+00
93 30 1 1.0000000000000000e+00
93 30 18 2.0000000000000000e+00
93 30 29 2.0000000000000000e+00
93 30 31 1.0000000000000000e+00
93 30 33 4.0000000000000000e+00
93 30 38 1.0000000000000000e+00
93 30 50 1.0000000000000000e+00
93 30 53 4.0000000000000000e+00
93 30 59 5.0000000000000000e+00
93 32 1 1.0000000000000000e+00
93 32 18 5.0000000000000000e+00
93 32 29 3.0000000000000000e+00
93 32 31 1.0000000000000000e+00
93 32 33 2.0000000000000000e+00
93 32 38 1.0000000000000000e+00
93 32 50 1.0000000000000000e+00
93 32 53 2.0000000000000000e+00
93 32 59 1.0000000000000000e+00
93 35 1 1.0000000000000000e+00
93 35 15 1.0000000000000000e+00
93 35 18 2.0000000000000000e+00
93 35 22 2.0000000000000000e+00
93 35 29 3.0000000000000000e+00
93 35 33 3.0000000000000000e+00
93 35 50 2.0000000000000000e+00
93 35 53 3.0000000000000000e+00
93 35 55 1.0000000000000000e+00
93 35 59 2.0000000000000000e+00
93 36 15 2.0000000000000000e+00
93 36 22 1.0000000000000000e+00
93 36 29 2.0000000000000000e+00
93 36 38 2.0000000000000000e+00
93 36 53 4.0000000000000000e+00
93 36 59 2.0000000000000000e+00
93 38 36 1.0000000000000000e+00
93 46 15 1.0000000000000000e+00
93 46 18 2.0000000000000000e+00
93 46 22 1.0000000000000000e+00
93 46 29 1.0000000000000000e+00
93 46 31 1.0000000000000000e+00
93 46 33 3.0000000000000000e+00
93 46 53 2.0000000000000000e+00
93 46 59 3.0000000000000000e+00
93 48 11 1.0000000000000000e+00
93 48 50 1.0000000000000000e+00
93 50 5 1.0000000000000000e+00
93 52 18 1.0000000000000000e+00
93 54 38 1.0000000000000000e+00
93 56 53 1.0000000000000000e+00
93 60 8 1.0000000000000000e+00
93 61 1 3.0000000000000000e+00
93 61 15 3.0000000000000000e+00
93 61 18 7.0000000000000000e+00
93 61 29 2.0000000000000000e+00
93 61 38 2.0000000000000000e+00
93 61 50 1.0000000000000000e+00
93 61 53 3.0000000000000000e+00
93 61 59 1.0000000000000000e+00
93 62 1 2.0000000000000000e+00
93 62 18 4.0000000000000000e+00
93 62 33 1.0000000000000000e+00
93 62 38 1.0000000000000000e+00
93 62 53 2.0000000000000000e+00
93 62 55 1.0000000000000000e+00
93 62 59 2.0000000000000000e+00
93 66 1 5.0000000000000000e+00
93 66 22 1.0000000000000000e+00
93 66 29 1.0000000000000000e+00
93 66 33 3.0000000000000000e+00
93 66 38 1.0000000000000000e+00
93 66 50 1.0000000000000000e+00
93 66 53 2.0000000000000000e+00
93 66 59 5.0000000000000000e+00
93 67 17 1.0000000000000000e+00
93 75 1 3.0000000000000000e+00
93 75 22 2.0000000000000000e+00
93 75 33 2.0000000000000000e+00
93 75 55 1.0000000000000000e+00
93 78 33 1.0000000000000000e+00
93 79 1 1.0000000000000000e+00
93 79 18 3.0000000000000000e+00
93 79 29 2.0000000000000000e+00
93 79 33 3.0000000000000000e+00
93 79 38 2.0000000000000000e+00
93 79 50 1.0000000000000000e+00
93 79 53 4.0000000000000000e+00
93 79 59 1.0000000000000000e+00
93 80 1 1.0000000000000000e+00
93 80 18 1.0000000000000000e+00
93 80 31 1.0000000000000000e+00
93 80 50 1.0000000000000000e+00
93 80 59 1.0000000000000000e+00
94 2 1 1.0000000000000000e+00
94 2 22 1.0000000000000000e+00
94 2 33 1.0000000000000000e+00
94 2 38 1.0000000000000000e+00
94 2 50 2.0000000000000000e+00
94 2 53 1.0000000000000000e+00
94 2 59 1.0000000000000000e+00
94 5 19 1.0000000000000000e+00
94 6 19 1.0000000000000000e+00
94 8 1 4.0000000000000000e+00
94 8 11 1.0000000000000000e+00
94 8 15 2.0000000000000000e+00
94 8 16 1.0000000000000000e+00
94 8 18 8.0000000000000000e+00
94 8 28 1.0000000000000000e+00
94 8 29 1.0000000000000000e+00
94 8 33 7.0000000000000000e+00
94 8 38 1.0000000000000000e+00
94 8 44 1.0000000000000000e+00
94 8 50 2.0000000000000000e+00
94 8 53 3.0000000000000000e+00
94 8 59 7.0000000000000000e+00
94 9 5 3.0000000000000000e+00
94 9 12 1.0000000000000000e+00
94 9 17 1.0000000000000000e+00
94 9 19 4.0000000000000000e+00
94 9 24 3.0000000000000000e+00
94 9 32 2.0000000000000000e+00
94 9 36 1.0000000000000000e+00
94 9 38 2.0000000000000000e+00
94 9 39 3.0000000000000000e+00
94 9 43 1.0000000000000000e+00
94 9 53 8.0000000000000000e+00
94 9 54 4.0000000000000000e+00
94 12 24 1.0000000000000000e+00
94 13 54 2.0000000000000000e+00
94 15 53 1.0000000000000000e+00
94 17 17 1.0000000000000000e+00
94 17 39 1.0000000000000000e+00
94 17 53 1.0000000000000000e+00
94 18 59 1.0000000000000000e+00
94 19 18 2.0000000000000000e+00
94 19 30 1.0000000000000000e+00
94 20 5 6.0000000000000000e+00
94 20 17 1.0000000000000000e+00
94 20 19 4.0000000000000000e+00
94 20 20 5.0000000000000000e+00
94 20 24 3.0000000000000000e+00
94 20 32 6.0000000000000000e+00
94 20 36 1.0000000000000000e+00
94 20 38 5.0000000000000000e+00
94 20 39 6.0000000000000000e+00
94 20 44 1.0000000000000000e+00
94 20 53 4.0000000000000000e+00
94 20 54 2.0000000000000000e+00
94 21 15 1.0000000000000000e+00
94 21 19 1.0000000000000000e+00
94 21 33 1.0000000000000000e+00
94 21 55 1.0000000000000000e+00
94 23 5 3.0000000000000000e+00
94 23 17 4.0000000000000000e+00
94 23 19 4.0000000000000000e+00
94 23 20 3.0000000000000000e+00
94 23 24 1.0000000000000000e+00
94 23 32 2.0000000000000000e+00
94 23 38 2.0000000000000000e+00
94 23 39 3.0000000000000000e+00
94 23 54 2.0000000000000000e+00
94 24 53 1.0000000000000000e+00
94 24 59 1.0000000000000000e+00
94 25 5 2.0000000000000000e+00
94 25 7 1.0000000000000000e+00
94 25 17 4.0000000000000000e+00
94 25 19 4.0000000000000000e+00
94 25 21 1.0000000000000000e+00
94 25 24 1.0000000000000000e+00
94 25 31 1.0000000000000000e+00
94 25 32 2.0000000000000000e+00
94 25 36 1.0000000000000000e+00
94 25 39 5.0000000000000000e+00
94 25 53 3.0000000000000000e+00
94 25 54 2.0000000000000000e+00
94 27 1 1.0000000000000000e+00
94 27 18 3.0000000000000000e+00
94 27 29 1.0000000000000000e+00
94 27 33 6.0000000000000000e+00
94 27 38 3.0000000000000000e+00
94 27 50 1.0000000000000000e+00
94 27 53 2.0000000000000000e+00
94 27 55 1.0000000000000000e+00
94 27 59 5.0000000000000000e+00
94 29 8 1.0000000000000000e+00
94 29 15 2.0000000000000000e+00
94 29 18 7.0000000000000000e+00
94 29 22 3.0000000000000000e+00
94 29 24 1.0000000000000000e+00
94 29 29 4.0000000000000000e+00
94 29 31 1.0000000000000000e+00
94 29 33 8.0000000000000000e+00
94 29 34 1.0000000000000000e+00
94 29 38 5.0000000000000000e+00
94 29 50 2.0000000000000000e+00
94 29 53 3.0000000000000000e+00
94 29 55 1.0000000000000000e+00
94 29 59 8.0000000000000000e+00
94 30 13 1.0000000000000000e+00
94 30 15 2.0000000000000000e+00
94 30 18 2.0000000000000000e+00
94 30 22 2.0000000000000000e+00
94 30 31 1.0000000000000000e+00
94 30 33 6.0000000000000000e+00
94 30 38 1.0000000000000000e+00
94 30 50 4.0000000000000000e+00
94 30 53 2.0000000000000000e+00
94 30 55 2.0000000000000000e+00
94 30 59 3.0000000000000000e+00
94 32 1 5.0000000000000000e+00
94 32 15 3.0000000000000000e+00
94 32 18 4.0000000000000000e+00
94 32 22 2.0000000000000000e+00
94 32 24 1.0000000000000000e+00
94 32 29 2.0000000000000000e+00
94 32 31 1.0000000000000000e+00
94 32 33 5.0000000000000000e+00
94 32 38 4.0000000000000000e+00
94 32 50 1.0000000000000000e+00
94 32 53 1.0000000000000000e+00
94 32 55 1.0000000000000000e+00
94 32 59 3.0000000000000000e+00
94 33 33 1.0000000000000000e+00
94 34 24 1.0000000000000000e+00
94 35 1 3.0000000000000000e+00
94 35 5 1.0000000000000000e+00
94 35 15 2.0000000000000000e+00
94 35 18 6.0000000000000000e+00
94 35 22 2.0000000000000000e+00
94 35 29 5.0000000000000000e+00
94 35 33 4.0000000000000000e+00
94 35 38 4.0000000000000000e+00
94 35 49 1.0000000000000000e+00
94 35 50 2.0000000000000000e+00
94 35 53 2.0000000000000000e+00
94 35 59 5.0000000000000000e+00
94 36 15 2.0000000000000000e+00
94 36 18 5.0000000000000000e+00
94 36 22 3.0000000000000000e+00
94 36 29 1.0000000000000000e+00
94 36 31 1.0000000000000000e+00
94 36 33 5.0000000000000000e+00
94 36 38 2.0000000000000000e+00
94 36 50 1.0000000000000000e+00
94 36 53 1.0000000000000000e+00
94 36 59 3.0000000000000000e+00
94 38 5 3.0000000000000000e+00
94 38 17 3.0000000000000000e+00
94 38 19 6.0000000000000000e+00
94 38 20 8.0000000000000000e+00
94 38 23 1.0000000000000000e+00
94 38 24 3.0000000000000000e+00
94 38 32 4.0000000000000000e+00
94 38 36 4.0000000000000000e+00
94 38 38 2.0000000000000000e+00
94 38 39 2.0000000000000000e+00
94 38 53 5.0000000000000000e+00
94 38 54 4.0000000000000000e+00
94 38 57 3.0000000000000000e+00
94 39 5 1.0000000000000000e+00
94 39 10 1.0000000000000000e+00
94 39 17 1.0000000000000000e+00
94 39 19 3.0000000000000000e+00
94 39 20 6.0000000000000000e+00
94 39 24 5.0000000000000000e+00
94 39 32 1.0000000000000000e+00
94 39 36 2.0000000000000000e+00
94 39 39 3.0000000000000000e+00
94 39 53 3.0000000000000000e+00
94 39 54 5.0000000000000000e+00
94 41 50 1.0000000000000000e+00
94 46 1 2.0000000000000000e+00
94 46 15 2.0000000000000000e+00
94 46 18 2.0000000000000000e+00
94 46 31 1.0000000000000000e+00
94 46 33 3.0000000000000000e+00
94 46 38 2.0000000000000000e+00
94 46 50 2.0000000000000000e+00
94 46 53 1.0000000000000000e+00
94 46 55 1.0000000000000000e+00
94 46 59 3.0000000000000000e+00
94 48 17 1.0000000000000000e+00
94 50 5 3.0000000000000000e+00
94 50 19 3.0000000000000000e+00
94 50 20 3.0000000000000000e+00
94 50 24 2.0000000000000000e+00
94 50 32 5.0000000000000000e+00
94 50 36 1.0000000000000000e+00
94 50 38 1.0000000000000000e+00
94 50 39 2.0000000000000000e+00
94 50 53 1.0000000000000000e+00
94 50 54 2.0000000000000000e+00
94 52 5 1.0000000000000000e+00
94 52 15 1.0000000000000000e+00
94 52 24 1.0000000000000000e+00
94 56 5 3.0000000000000000e+00
94 56 17 1.0000000000000000e+00
94 56 20 4.0000000000000000e+00
94 56 24 1.0000000000000000e+00
94 56 32 2.0000000000000000e+00
94 56 36 1.0000000000000000e+00
94 56 39 2.0000000000000000e+00
94 56 53 1.0000000000000000e+00
94 56 54 1.0000000000000000e+00
94 58 17 1.0000000000000000e+00
94 58 32 1.0000000000000000e+00
94 58 53 2.0000000000000000e+00
94 58 57 1.0000000000000000e+00
94 59 17 2.0000000000000000e+00
94 59 20 1.0000000000000000e+00
94 59 24 1.0000000000000000e+00
94 59 36 1.0000000000000000e+00
94 59 39 1.0000000000000000e+00
94 59 53 1.0000000000000000e+00
94 59 54 2.0000000000000000e+00
94 60 3 1.0000000000000000e+00
94 61 1 4.0000000000000000e+00
94 61 15 2.0000000000000000e+00
94 61 18 9.0000000000000000e+00
94 61 22 1.0000000000000000e+00
94 61 29 1.0000000000000000e+00
94 61 31 1.0000000000000000e+00
94 61 33 3.0000000000000000e+00
94 61 38 4.0000000000000000e+00
94 61 50 2.0000000000000000e+00
94 61 53 3.0000000000000000e+00
94 61 59 2.0000000000000000e+00
94 62 1 2.0000000000000000e+00
94 62 6 1.0000000000000000e+00
94 62 18 4.0000000000000000e+00
94 62 22 1.0000000000000000e+00
94 62 33 1.0000000000000000e+00
94 62 38 1.0000000000000000e+00
94 62 50 1.0000000000000000e+00
94 62 53 2.0000000000000000e+00
94 64 1 1.0000000000000000e+00
94 64 5 5.0000000000000000e+00
94 64 14 1.0000000000000000e+00
94 64 17 1.0000000000000000e+00
94 64 19 3.0000000000000000e+00
94 64 20 3.0000000000000000e+00
94 64 32 1.0000000000000000e+00
94 64 38 1.0000000000000000e+00
94 64 39 6.0000000000000000e+00
94 64 53 4.0000000000000000e+00
94 64 54 4.0000000000000000e+00
94 64 57 1.0000000000000000e+00
94 65 5 1.0000000000000000e+00
94 65 24 1.0000000000000000e+00
